"SDG_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2019","2019",99.15569,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","COL","Colombia","2020","2020",99.29406,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2000","2000",99.85337,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2013","2013",99.99993,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2014","2014",99.99997,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2015","2015",99.99996,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2016","2016",99.99993,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2018","2018",99.99993,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","UZB","Uzbekistan","2019","2019",99.99992,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2001","2001",26.23006,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2005","2005",52.44952,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2012","2012",48.55718,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NER","Niger","2018","2018",51.07,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2000","2000",75.9459,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2010","2010",88.31075,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GHA","Ghana","2018","2018",92.761,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CYP","Cyprus","2001","2001",95.07966,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CYP","Cyprus","2011","2011",98.11623,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2000","2000",98.15773,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2001","2001",98.29485,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2002","2002",98.42838,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2003","2003",98.57264,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2004","2004",98.67865,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2005","2005",98.77343,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2006","2006",98.86273,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2007","2007",99.25089,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2008","2008",99.31279,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2009","2009",99.34527,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2010","2010",99.32344,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2011","2011",99.30803,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2012","2012",99.33856,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2013","2013",99.36529,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2014","2014",99.47476,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2015","2015",99.5034,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2016","2016",99.53151,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2017","2017",99.55766,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2018","2018",99.58143,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2019","2019",99.60888,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40611","Asia (Eastern)","2020","2020",99.63562,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2000","2000",97.67164,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2001","2001",97.76821,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2002","2002",97.90537,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2003","2003",98.15916,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2004","2004",98.27142,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2005","2005",98.37015,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2006","2006",98.23381,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2007","2007",98.45334,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2008","2008",98.77078,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2009","2009",98.46913,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2010","2010",98.45037,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2011","2011",98.42945,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2012","2012",98.92159,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2013","2013",98.87663,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2014","2014",99.151,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2015","2015",98.54937,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2016","2016",99.22288,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2017","2017",99.20015,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2018","2018",98.48301,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2019","2019",98.518,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","40043","Upper middle income countries","2020","2020",98.55333,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2011","2011",99.45804,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","WSM","Samoa","2018","2018",99.43575,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2000","2000",55.48371,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2007","2007",47.71239,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2013","2013",68.05106,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2017","2017",56.76072,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CIV","Côte d'Ivoire","2000","2000",38.61451,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CIV","Côte d'Ivoire","2012","2012",30.46172,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CIV","Côte d'Ivoire","2014","2014",36.78425,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CIV","Côte d'Ivoire","2019","2019",86.74125,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MDV","Maldives","2006","2006",98.36569,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MDV","Maldives","2014","2014",98.52034,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MDV","Maldives","2016","2016",97.29893,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2000","2000",95.57256,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2001","2001",95.67942,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2002","2002",95.99822,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2003","2003",96.65633,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2004","2004",96.84496,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2005","2005",97.03032,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2006","2006",96.97561,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2007","2007",97.2783,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2008","2008",97.40468,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2009","2009",97.67297,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2010","2010",97.66153,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2011","2011",98.057,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2012","2012",98.18712,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2013","2013",98.14944,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2014","2014",98.43055,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2015","2015",98.50575,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2016","2016",98.63451,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2017","2017",98.66098,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2018","2018",98.73581,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2019","2019",98.78542,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40520","Latin America and the Caribbean","2020","2020",98.83112,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2000","2000",98.70381,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2001","2001",98.74053,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2002","2002",98.77077,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2003","2003",98.7918,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2004","2004",98.84002,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2005","2005",98.94681,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2006","2006",98.92282,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2007","2007",98.95082,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2008","2008",98.95298,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2009","2009",99.04535,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2010","2010",99.19341,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2011","2011",99.30085,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2012","2012",99.35073,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2013","2013",99.36534,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2014","2014",99.38224,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2015","2015",99.39432,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2016","2016",99.43918,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2017","2017",99.43509,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2018","2018",99.4523,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2019","2019",99.46441,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40530","Central and Eastern Europe","2020","2020",99.47661,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COM","Comoros","2000","2000",83.95133,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COM","Comoros","2012","2012",73.81077,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COM","Comoros","2018","2018",78.23941,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2000","2000",83.28273,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2001","2001",83.76423,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2002","2002",84.34628,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2003","2003",84.87771,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2004","2004",85.51812,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2005","2005",85.45463,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2006","2006",86.09043,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2007","2007",86.10576,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2008","2008",86.88351,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2009","2009",87.05597,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2010","2010",87.28597,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2011","2011",87.71176,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2012","2012",88.34904,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2013","2013",88.7924,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2014","2014",89.26069,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2015","2015",89.42571,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2016","2016",89.98653,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2017","2017",90.2632,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2018","2018",90.2744,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2019","2019",90.53733,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","40675","World","2020","2020",90.77645,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2001","2001",96.49345,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2007","2007",98.56422,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2008","2008",98.4752,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2009","2009",98.88309,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2010","2010",98.8541,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2011","2011",98.80532,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2012","2012",98.89454,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2013","2013",98.63248,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2014","2014",99.18693,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2015","2015",98.91229,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2016","2016",99.13692,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2017","2017",99.40242,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ECU","Ecuador","2020","2020",99.09054,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2000","2000",88.64518,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2010","2010",93.77481,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2011","2011",94.06834,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2012","2012",94.35959,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2013","2013",94.64187,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2014","2014",94.91132,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2015","2015",95.19065,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2016","2016",95.44789,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2017","2017",95.68947,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2018","2018",95.91941,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","SGP","Singapore","2019","2019",96.13476,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SVN","Slovenia","2004","2004",99.69,"‡","UIS Estimation"
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SVN","Slovenia","2014","2014",99.69,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2004","2004",93.29502,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2005","2005",93.96016,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2006","2006",94.11954,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2007","2007",94.28914,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2009","2009",96.57019,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2010","2010",97.19733,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2011","2011",97.9363,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2012","2012",98.41265,"+","National Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2013","2013",98.74206,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2014","2014",98.95092,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2015","2015",99.16708,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2016","2016",99.37155,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2017","2017",99.58643,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TUR","Turkey","2019","2019",99.84731,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2000","2000",92.94364,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2010","2010",94.74849,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2018","2018",96.69525,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2000","2000",85.35422,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2010","2010",90.74768,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2016","2016",93.36942,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2017","2017",93.55407,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2018","2018",93.50483,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MYS","Malaysia","2019","2019",93.64668,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LTU","Lithuania","2001","2001",99.66222,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LTU","Lithuania","2011","2011",99.84547,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2000","2000",71.66693,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2001","2001",71.64485,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2002","2002",73.98475,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2003","2003",74.06363,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2004","2004",75.24622,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2005","2005",73.90217,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2006","2006",74.93588,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2007","2007",73.93666,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2008","2008",74.013,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2009","2009",74.31839,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2010","2010",74.89876,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2011","2011",76.04396,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2012","2012",77.3197,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2013","2013",77.901,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2014","2014",78.31332,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2015","2015",78.60522,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2016","2016",78.74383,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2017","2017",78.94136,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2018","2018",79.0699,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2019","2019",79.26544,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40540","Sub-Saharan Africa","2020","2020",79.47961,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2000","2000",85.32488,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2001","2001",85.5512,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2002","2002",85.87569,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2003","2003",86.49189,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2004","2004",86.82645,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2005","2005",86.91582,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2006","2006",87.09929,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2007","2007",87.18302,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2008","2008",87.74582,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2009","2009",87.98679,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2010","2010",88.12449,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2011","2011",88.15374,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2012","2012",88.67389,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2013","2013",88.81968,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2014","2014",89.15498,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2015","2015",89.29858,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2016","2016",89.76303,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2017","2017",89.90854,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2018","2018",89.8914,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2019","2019",90.10965,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40030","Middle income countries","2020","2020",90.29792,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2000","2000",93.71306,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2004","2004",94.67571,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2013","2013",99.13699,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2017","2017",99.28044,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SAU","Saudi Arabia","2020","2020",99.44731,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GAB","Gabon","2012","2012",84.8733,"‡","UIS Estimation"
