indicator_name,age_demographic,sex_demographic,location,country,year,literacy_rate,lit_flag_codes,lit_flags,pop_flag_codes,pop_flags,population,youth_goal_met,illiteracy_rate,illiterate_population
Adult literacy rate,15+ years,Male,40525,Arab States,2011,0.8082093,,,,,,,0.19179069999999998,
Adult literacy rate,15+ years,Male,40525,Arab States,2012,0.8410656,,,,,,,0.15893440000000003,
Adult literacy rate,15+ years,Male,40525,Arab States,2013,0.8401066,,,,,,,0.15989339999999996,
Adult literacy rate,15+ years,Male,40525,Arab States,2014,0.8515821,,,,,,,0.1484179,
Adult literacy rate,15+ years,Male,40525,Arab States,2015,0.8281931,,,,,,,0.17180689999999998,
Adult literacy rate,15+ years,Male,40525,Arab States,2016,0.8380229,,,,,,,0.16197709999999998,
Adult literacy rate,15+ years,Male,40525,Arab States,2017,0.8430728999999999,,,,,,,0.1569271000000001,
Adult literacy rate,15+ years,Male,40525,Arab States,2018,0.8163287,,,,,,,0.18367129999999998,
Adult literacy rate,15+ years,Male,40525,Arab States,2019,0.8182235,,,,,,,0.1817765,
Adult literacy rate,15+ years,Male,40525,Arab States,2020,0.820247,,,,,,,0.17975300000000005,
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2004,0.9639501,,,,,2081000,,0.03604989999999997,75019.84189999993
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2007,0.9783991000000001,,,,,2072000,,0.021600899999999923,44757.06479999984
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2008,0.9813431,,,,,2050000,,0.018656899999999976,38246.64499999995
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2010,0.9821084999999999,,,,,1984000,,0.01789150000000006,35496.73600000012
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2011,0.9823632999999999,,,,,1926000,,0.01763670000000006,33968.28420000012
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2012,0.9797062,,,,,1868000,,0.02029380000000003,37908.818400000055
Youth literacy rate,15-24 years,Male,TUN,Tunisia,2014,0.9661184,,,,,1772000,TRUE,0.033881599999999956,60038.19519999992
Youth literacy rate,15-24 years,Male,CIV,Côte d'Ivoire,2000,0.7084072,,,,,3250000,,0.2915928,947676.6
Youth literacy rate,15-24 years,Male,CIV,Côte d'Ivoire,2012,0.5833263,‡,UIS Estimation,,,4357000,,0.41667370000000004,1815447.3109000002
Youth literacy rate,15-24 years,Male,CIV,Côte d'Ivoire,2014,0.5912435,,,,,4630000,,0.40875649999999997,1892542.5949999997
Youth literacy rate,15-24 years,Male,CIV,Côte d'Ivoire,2019,0.9282018999999999,,,,,5315000,FALSE,0.07179810000000009,381606.90150000044
Adult literacy rate,15+ years,Male,GHA,Ghana,2000,0.6635128,,,,,11095000,,0.3364872,3733325.4839999997
Adult literacy rate,15+ years,Male,GHA,Ghana,2010,0.7834891,,,,,15044000,,0.21651089999999995,3257189.9795999993
Adult literacy rate,15+ years,Male,GHA,Ghana,2018,0.8352458,‡,UIS Estimation,,,18576000,,0.16475419999999996,3060474.0191999995
Youth literacy rate,15-24 years,Male,MYS,Malaysia,2000,0.9720814,,,,,4343000,,0.027918600000000016,121250.47980000007
Youth literacy rate,15-24 years,Male,MYS,Malaysia,2010,0.9838104,,,,,5703000,,0.016189600000000026,92329.28880000015
Youth literacy rate,15-24 years,Male,MYS,Malaysia,2016,0.9739067,,,,,5673000,,0.026093299999999986,148027.29089999993
Youth literacy rate,15-24 years,Male,MYS,Malaysia,2017,0.9712166999999999,,,,,5652000,,0.028783300000000067,162683.2116000004
Youth literacy rate,15-24 years,Male,MYS,Malaysia,2018,0.9669582,,,,,5626000,,0.03304180000000001,185893.16680000006
Youth literacy rate,15-24 years,Male,MYS,Malaysia,2019,0.9659851,,,,,5588000,TRUE,0.03401489999999996,190075.26119999978
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2002,0.8681101999999999,,,,,5746000,,0.13188980000000006,757838.7908000003
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2007,0.8821015,,,,,6347000,,0.11789850000000002,748301.7795000001
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2010,0.8937704,,,,,6727000,,0.10622960000000004,714606.5192000002
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2011,0.8998501,,,,,6850000,,0.10014990000000001,686026.8150000001
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2012,0.9008482,,,,,6970000,,0.09915180000000001,691088.0460000001
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2013,0.9045812999999999,,,,,7087000,,0.09541870000000008,676232.3269000006
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2014,0.913716,,,,,7202000,,0.08628400000000003,621417.3680000002
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2015,0.9165071,,,,,7318000,,0.08349289999999998,611001.0421999999
Adult literacy rate,15+ years,Male,DOM,Dominican Republic,2016,0.937936,,,,,7431000,,0.06206400000000001,461197.58400000003
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2000,0.7607987,,,,,,,0.23920129999999995,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2001,0.7569804000000001,,,,,,,0.2430195999999999,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2002,0.7520365,,,,,,,0.2479635,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2003,0.7467215,,,,,,,0.25327849999999996,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2004,0.7417802,,,,,,,0.2582198,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2005,0.7371221,,,,,,,0.2628779,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2006,0.7322033,,,,,,,0.2677967,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2007,0.7275104,,,,,,,0.2724896,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2008,0.7231233,,,,,,,0.2768767,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2009,0.7208149,,,,,,,0.27918509999999996,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2010,0.7202268,,,,,,,0.27977320000000006,
Youth literacy rate,15-24 years,Male,40656,Oceania (excl. Australia/New Zealand),2011,0.7192346999999999,‡,UIS Estimation,,,,FALSE,0.2807653000000001,
Adult literacy rate,15+ years,Male,ATG,Antigua and Barbuda,2001,0.9840000000000001,,,,,56000,,0.015999999999999903,895.9999999999945
Adult literacy rate,15+ years,Male,ATG,Antigua and Barbuda,2011,0.9840000000000001,‡,UIS Estimation,,,68000,,0.015999999999999903,1087.9999999999934
Adult literacy rate,15+ years,Male,ATG,Antigua and Barbuda,2015,0.9840000000000001,,,,,73000,,0.015999999999999903,1167.999999999993
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2000,0.6104359,,,,,,,0.38956409999999997,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2001,0.6132603,,,,,,,0.3867397,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2002,0.6256774,,,,,,,0.37432259999999995,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2003,0.6319865,,,,,,,0.3680135,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2004,0.6452763,,,,,,,0.3547237,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2005,0.6394649,,,,,,,0.3605351,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2006,0.6291124,,,,,,,0.3708876,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2007,0.6168977,,,,,,,0.3831023,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2008,0.6423782,,,,,,,0.3576218,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2009,0.648138,,,,,,,0.351862,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2010,0.6513093999999999,,,,,,,0.3486906000000001,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2011,0.6507483999999999,,,,,,,0.3492516000000001,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2012,0.6563036,,,,,,,0.3436964,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2013,0.667532,,,,,,,0.332468,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2014,0.6745034,,,,,,,0.3254966,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2015,0.6844806,,,,,,,0.3155194,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2016,0.7027743,,,,,,,0.29722570000000004,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2017,0.7076275,,,,,,,0.29237250000000004,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2018,0.7119537,,,,,,,0.2880463,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2019,0.7162528,,,,,,,0.2837472,
Adult literacy rate,15+ years,Male,40334,Least Developed Countries,2020,0.7203885,,,,,,,0.2796115,
Adult literacy rate,15+ years,Female,SYC,Seychelles,2002,0.9225897999999999,,,,,61000,,0.0774102000000001,4722.022200000006
Adult literacy rate,15+ years,Female,SYC,Seychelles,2010,0.9444898,,,,,70000,,0.055510199999999954,3885.7139999999968
Adult literacy rate,15+ years,Female,SYC,Seychelles,2018,0.963502,‡,UIS Estimation,,,74000,,0.03649800000000003,2700.852000000002
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2000,0.8109664,,,,,,,0.18903360000000002,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2001,0.8200177,,,,,,,0.17998230000000004,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2002,0.8264959000000001,,,,,,,0.17350409999999994,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2003,0.8494148,,,,,,,0.15058519999999997,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2004,0.8538876000000001,,,,,,,0.14611239999999992,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2005,0.8481789000000001,,,,,,,0.15182109999999993,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2006,0.8320624999999999,,,,,,,0.16793750000000007,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2007,0.8364618,,,,,,,0.16353819999999997,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2008,0.8398845,,,,,,,0.16011549999999997,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2009,0.8309265,,,,,,,0.1690735,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2010,0.8364484,,,,,,,0.16355160000000002,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2011,0.8483928000000001,,,,,,,0.15160719999999994,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2012,0.8743924,,,,,,,0.12560760000000004,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2013,0.8736978999999999,,,,,,,0.12630210000000008,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2014,0.8827231999999999,,,,,,,0.11727680000000007,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2015,0.864345,,,,,,,0.13565499999999997,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2016,0.8723015,,,,,,,0.12769850000000005,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2017,0.8762445,,,,,,,0.12375550000000002,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2018,0.8553153,,,,,,,0.1446847,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2019,0.8568197000000001,,,,,,,0.14318029999999993,
Adult literacy rate,15+ years,Male,40617,Western Asia and Northern Africa,2020,0.8583717,,,,,,,0.14162830000000004,
Youth literacy rate,15-24 years,Male,MOZ,Mozambique,2003,0.7436055,,,,,3764000,,0.25639449999999997,965068.8979999999
Youth literacy rate,15-24 years,Male,MOZ,Mozambique,2009,0.7984044,,,,,4425000,,0.20159559999999999,892060.5299999999
Youth literacy rate,15-24 years,Male,MOZ,Mozambique,2015,0.7906706,,,,,5382000,,0.2093294,1126610.8307999999
Youth literacy rate,15-24 years,Male,MOZ,Mozambique,2017,0.7726017000000001,,,,,5784000,FALSE,0.22739829999999994,1315271.7671999997
Adult literacy rate,15+ years,Male,MEX,Mexico,2000,0.9255937,,,,,65080000,,0.07440630000000004,4842362.0040000025
Adult literacy rate,15+ years,Male,MEX,Mexico,2002,0.919978,,,,,67953000,,0.08002200000000004,5437734.966000003
Adult literacy rate,15+ years,Male,MEX,Mexico,2004,0.9244961,,,,,70776000,,0.07550389999999996,5343864.026399997
Adult literacy rate,15+ years,Male,MEX,Mexico,2005,0.9319041,,,,,72256000,,0.06809589999999999,4920337.350399999
Adult literacy rate,15+ years,Male,MEX,Mexico,2006,0.9390120000000001,,,,,73761000,,0.06098799999999993,4498535.867999995
Adult literacy rate,15+ years,Male,MEX,Mexico,2007,0.9444151,,,,,75383000,,0.05558490000000005,4190156.5167000038
Adult literacy rate,15+ years,Male,MEX,Mexico,2008,0.9459216,,,,,77076000,,0.05407839999999997,4168146.758399998
Adult literacy rate,15+ years,Male,MEX,Mexico,2009,0.9491656999999999,,,,,78772000,,0.05083430000000011,4004319.4796000086
Adult literacy rate,15+ years,Male,MEX,Mexico,2010,0.9438394,,,,,80427000,,0.056160600000000005,4516828.5762
Adult literacy rate,15+ years,Male,MEX,Mexico,2011,0.9478276999999999,+,National Estimation,,,82055000,,0.05217230000000006,4280998.076500005
Adult literacy rate,15+ years,Male,MEX,Mexico,2012,0.9539163,,,,,83616000,,0.04608369999999995,3853334.659199996
Adult literacy rate,15+ years,Male,MEX,Mexico,2013,0.9511211,,,,,85134000,,0.04887889999999995,4161256.2725999956
Adult literacy rate,15+ years,Male,MEX,Mexico,2014,0.9562047,,,,,86648000,,0.04379529999999998,3794775.1543999985
Adult literacy rate,15+ years,Male,MEX,Mexico,2015,0.9554933,,,,,88182000,,0.04450670000000001,3924689.819400001
Adult literacy rate,15+ years,Male,MEX,Mexico,2016,0.9584482,,,,,89657000,,0.04155180000000003,3725409.7326000025
Adult literacy rate,15+ years,Male,MEX,Mexico,2017,0.9587237000000001,,,,,91163000,,0.04127629999999993,3762871.336899994
Adult literacy rate,15+ years,Male,MEX,Mexico,2018,0.962329,,,,,92679000,,0.03767100000000001,3491310.609000001
Adult literacy rate,15+ years,Male,MEX,Mexico,2020,0.9605875,,,,,95622000,,0.03941249999999996,3768702.0749999965
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2000,0.6623251,,,,,,,0.3376749,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2001,0.6620332000000001,,,,,,,0.3379667999999999,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2002,0.6744502,,,,,,,0.3255498,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2003,0.6784542,,,,,,,0.3215458,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2004,0.7034279999999999,,,,,,,0.29657200000000006,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2005,0.6893875,,,,,,,0.31061249999999996,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2006,0.6871339999999999,,,,,,,0.3128660000000001,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2007,0.6950877,,,,,,,0.3049123,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2008,0.6994781999999999,,,,,,,0.30052180000000006,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2009,0.7057618999999999,,,,,,,0.29423810000000006,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2010,0.7061475,,,,,,,0.29385249999999996,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2011,0.7104734,,,,,,,0.28952659999999997,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2012,0.7105168999999999,,,,,,,0.2894831000000001,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2013,0.7182778999999999,,,,,,,0.2817221000000001,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2014,0.7242365,,,,,,,0.27576350000000005,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2015,0.7258435,,,,,,,0.2741565,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2016,0.7284339,,,,,,,0.27156610000000003,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2017,0.7332486,,,,,,,0.26675139999999997,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2018,0.7338485,,,,,,,0.2661515,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2019,0.7364624999999999,,,,,,,0.2635375000000001,
Adult literacy rate,15+ years,Male,40330,Landlocked Developing Countries,2020,0.7382786,,,,,,,0.2617214,
Youth literacy rate,15-24 years,Female,PSE,Palestine,2004,0.9888114,,,,,698000,,0.011188599999999993,7809.642799999995
Youth literacy rate,15-24 years,Female,PSE,Palestine,2006,0.9914673999999999,,,,,749000,,0.008532600000000112,6390.917400000084
Youth literacy rate,15-24 years,Female,PSE,Palestine,2007,0.9899184,,,,,780000,,0.010081600000000024,7863.648000000018
Youth literacy rate,15-24 years,Female,PSE,Palestine,2008,0.9904133,,,,,814000,,0.009586699999999948,7803.573799999957
Youth literacy rate,15-24 years,Female,PSE,Palestine,2009,0.9922567999999999,,,,,847000,,0.007743200000000061,6558.4904000000515
Youth literacy rate,15-24 years,Female,PSE,Palestine,2010,0.9924447999999999,,,,,878000,,0.007555200000000095,6633.465600000083
Youth literacy rate,15-24 years,Female,PSE,Palestine,2011,0.9936161,,,,,905000,,0.006383899999999998,5777.429499999998
Youth literacy rate,15-24 years,Female,PSE,Palestine,2012,0.9922757,,,,,929000,,0.007724300000000017,7175.874700000016
Youth literacy rate,15-24 years,Female,PSE,Palestine,2013,0.9927465999999999,,,,,951000,,0.0072534000000000765,6897.983400000073
Youth literacy rate,15-24 years,Female,PSE,Palestine,2014,0.9931944,,,,,970000,,0.006805599999999967,6601.431999999968
Youth literacy rate,15-24 years,Female,PSE,Palestine,2015,0.9927189,,,,,986000,,0.00728110000000004,7179.16460000004
Youth literacy rate,15-24 years,Female,PSE,Palestine,2016,0.9930505,,,,,996000,,0.006949500000000053,6921.702000000053
Youth literacy rate,15-24 years,Female,PSE,Palestine,2017,0.9937062,,,,,1003000,,0.006293800000000016,6312.681400000016
Youth literacy rate,15-24 years,Female,PSE,Palestine,2018,0.9938239,,,,,1007000,,0.006176100000000018,6219.332700000018
Youth literacy rate,15-24 years,Female,PSE,Palestine,2019,0.9929688,,,,,1010000,,0.007031200000000015,7101.512000000015
Youth literacy rate,15-24 years,Female,PSE,Palestine,2020,0.9924502,,,,,1016000,TRUE,0.007549800000000051,7670.596800000052
Youth literacy rate,15-24 years,Both Sexes,GLP,Guadeloupe,2004,0.998,‡,UIS Estimation,,,54000,,0.0020000000000000018,108.0000000000001
Youth literacy rate,15-24 years,Both Sexes,GLP,Guadeloupe,2014,0.998,‡,UIS Estimation,,,50000,TRUE,0.0020000000000000018,100.00000000000009
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2000,0.8302772,,,,,,,0.16972279999999995,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2001,0.8337317,,,,,,,0.16626830000000004,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2002,0.8372386,,,,,,,0.16276139999999995,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2003,0.8463343999999999,,,,,,,0.15366560000000007,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2004,0.8496944999999999,,,,,,,0.1503055000000001,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2005,0.8593143000000001,,,,,,,0.1406856999999999,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2006,0.8677903,,,,,,,0.13220969999999999,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2007,0.853634,,,,,,,0.146366,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2008,0.87226,,,,,,,0.12773999999999996,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2009,0.8752257,,,,,,,0.1247743,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2010,0.8746325,,,,,,,0.12536749999999997,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2011,0.8750005000000001,,,,,,,0.12499949999999993,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2012,0.8828562,,,,,,,0.11714380000000002,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2013,0.8891931,,,,,,,0.11080690000000004,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2014,0.8932738,,,,,,,0.1067262,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2015,0.8976816,,,,,,,0.10231840000000003,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2016,0.901137,,,,,,,0.09886300000000003,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2017,0.904631,,,,,,,0.09536900000000004,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2018,0.9073600999999999,,,,,,,0.09263990000000011,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2019,0.9106772,,,,,,,0.08932280000000004,
Youth literacy rate,15-24 years,Male,40042,Lower middle income countries,2020,0.9131312,,,,,,FALSE,0.08686879999999997,
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2007,0.9998914999999999,,,,,1825000,,1.0850000000006688e-4,198.01250000012206
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2009,0.999513,,,,,1851000,,4.870000000000152e-4,901.4370000000281
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2010,0.9995059999999999,+,National Estimation,,,1840000,,4.940000000001055e-4,908.9600000001941
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2011,0.999441,+,National Estimation,,,1814000,,5.589999999999762e-4,1014.0259999999568
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2012,0.9993675000000001,+,National Estimation,,,1775000,,6.324999999999248e-4,1122.6874999998665
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2013,0.9995247,+,National Estimation,,,1725000,,4.752999999999563e-4,819.8924999999247
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2014,0.9995699,+,National Estimation,,,1670000,,4.300999999999888e-4,718.2669999999813
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2015,0.9994278,,,,,1613000,,5.722000000000227e-4,922.9586000000367
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2016,0.9994048,,,,,1554000,,5.952000000000179e-4,924.9408000000278
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2017,0.9993805,,,,,1496000,,6.194999999999951e-4,926.7719999999927
Youth literacy rate,15-24 years,Both Sexes,AZE,Azerbaijan,2019,0.9993393,,,,,1395000,TRUE,6.606999999999585e-4,921.6764999999422
Youth literacy rate,15-24 years,Male,DZA,Algeria,2002,0.9405754000000001,,,,,7339000,,0.05942459999999994,436117.1393999996
Youth literacy rate,15-24 years,Male,DZA,Algeria,2006,0.9438148,,,,,7631000,,0.056185200000000046,428749.26120000036
Youth literacy rate,15-24 years,Male,DZA,Algeria,2008,0.9574706000000001,,,,,7609000,,0.04252939999999994,323606.20459999953
Youth literacy rate,15-24 years,Male,DZA,Algeria,2018,0.9759405999999999,‡,UIS Estimation,,,6070000,TRUE,0.024059400000000064,146040.5580000004
Adult literacy rate,15+ years,Female,GEO,Georgia,2002,0.9955285,,,,,3405000,,0.004471499999999962,15225.45749999987
Adult literacy rate,15+ years,Female,GEO,Georgia,2014,0.9951458,,,,,3281000,,0.004854200000000031,15926.630200000101
Adult literacy rate,15+ years,Female,GEO,Georgia,2017,0.9929475,,,,,3225000,,0.007052500000000017,22744.312500000055
Adult literacy rate,15+ years,Female,GEO,Georgia,2019,0.994518,,,,,3196000,,0.005481999999999987,17520.471999999958
Adult literacy rate,15+ years,Male,NER,Niger,2001,0.19640059999999998,,,,,6047000,,0.8035994,4859365.5718
Adult literacy rate,15+ years,Male,NER,Niger,2005,0.42927370000000004,,,,,6922000,,0.5707263,3950567.4486000002
Adult literacy rate,15+ years,Male,NER,Niger,2012,0.39058689999999996,,,,,8854000,,0.6094131,5395743.587400001
Adult literacy rate,15+ years,Male,NER,Niger,2018,0.4359406,‡,UIS Estimation,,,11224000,,0.5640594,6331002.7056
Adult literacy rate,15+ years,Female,ITA,Italy,2001,0.9804215000000001,,,,,48775000,,0.019578499999999943,954941.3374999972
Adult literacy rate,15+ years,Female,ITA,Italy,2011,0.9857957,,,,,51208000,,0.014204299999999948,727373.7943999973
Adult literacy rate,15+ years,Female,ITA,Italy,2018,0.9897192,‡,UIS Estimation,,,52546000,,0.010280799999999979,540214.9167999988
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2000,0.7913827999999999,,,,,,,0.20861720000000006,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2001,0.8038079,,,,,,,0.19619209999999998,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2002,0.8132041,,,,,,,0.18679590000000001,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2003,0.8313964,,,,,,,0.16860359999999996,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2004,0.8395613000000001,,,,,,,0.16043869999999993,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2005,0.8477762,,,,,,,0.15222380000000002,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2006,0.8225916,,,,,,,0.17740840000000002,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2007,0.8341316999999999,,,,,,,0.16586830000000008,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2008,0.8445395000000001,,,,,,,0.1554604999999999,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2009,0.8448656,,,,,,,0.1551344,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2010,0.8527735,,,,,,,0.14722650000000004,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2011,0.858469,,,,,,,0.14153099999999996,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2012,0.8775144,,,,,,,0.12248559999999997,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2013,0.8912804,,,,,,,0.10871960000000003,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2014,0.8961480000000001,,,,,,,0.10385199999999994,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2015,0.9005702,,,,,,,0.09942980000000001,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2016,0.8769557,,,,,,,0.1230443,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2017,0.8832858,,,,,,,0.11671419999999999,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2018,0.8878807999999999,,,,,,,0.11211920000000009,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2019,0.8908905,,,,,,,0.10910949999999997,
Youth literacy rate,15-24 years,Both Sexes,40603,Africa (Northern),2020,0.8937475,,,,,,FALSE,0.10625249999999997,
Adult literacy rate,15+ years,Female,NPL,Nepal,2001,0.3488676,,,,,14432000,,0.65113240000000006,9397142.7968
